desig,popular,type,con,ra_h,dec_deg,size_arcmin,mag,magband,sb
NGC4607,,GAL_SB,Vir,12.68667,11.8864,2.86,14.7,B,23.51
NGC5047,,GAL_S0,Vir,13.26333,-16.5189,2.86,13.7,B,24.44
NGC5533,,GAL_SAB,Boo,14.26889,35.3436,2.86,13.0,B,23.31
NGC5577,,GAL_SA,Vir,14.35333,3.4356,2.86,13.05,B,23.57
NGC6769,,GAL_SAB,Pav,19.30639,-60.5008,2.86,11.75,V,23.4
NGC7232,,GAL_S0A,Gru,22.26056,-45.85,2.86,11.79,V,23.56
IC5244,,GAL_SA,Tuc,22.73694,-64.0431,2.86,13.68,B,23.59
NGC828,,GAL_SA,And,2.16917,39.1903,2.85,13.0,B,24.01
NGC4281,,GAL_S0A,Vir,12.33917,5.3864,2.85,12.5,B,23.07
NGC4936,,GAL_E,Cen,13.07139,-30.5264,2.85,12.23,V,23.12
NGC7177,,GAL_SAB,Peg,22.01139,17.7381,2.85,12.2,B,22.61
NGC7368,,GAL_SB,Gru,22.75889,-39.3417,2.85,13.16,B,23.12
NGC2124,,GAL_SA,Lep,5.96417,-20.0844,2.84,13.44,B,23.58
IC2482,,GAL_E,Hya,9.44944,-12.1089,2.84,13.92,B,25.03
NGC3181,,HII,UMa,10.30306,41.4125,2.84,15.79,B,
NGC4197,,GAL_SAB,Vir,12.24417,5.8056,2.84,13.8,B,23.21
NGC5365A,,GAL_SB,Cen,13.94417,-44.0092,2.84,13.52,V,23.61
NGC5440,,GAL_SA,CVn,14.05028,34.7578,2.84,13.4,B,23.96
NGC5408,,GAL_IRR,Cen,14.05556,-41.3778,2.84,12.59,B,22.66
NGC5714,,GAL_GENERIC,Boo,14.63667,46.6381,2.84,14.2,B,23.77
NGC741,,GAL_E,Psc,1.93917,5.6289,2.83,13.2,B,23.43
NGC1199,,GAL_E,Eri,3.06056,-15.6131,2.83,12.97,V,23.51
M97,Owl Nebula,PLANETARY,UMa,11.24667,55.0189,2.83,9.9,V,
NGC4222,,GAL_SA,Vir,12.27306,13.3069,2.83,13.86,B,23.2
NGC5300,,GAL_SAB,Vir,13.80417,3.9508,2.83,13.7,B,23.77
NGC5356,,GAL_SA,Vir,13.91583,5.3336,2.83,14.1,B,23.6
NGC5576,,GAL_E,Vir,14.35083,3.2708,2.83,10.96,V,22.9
NGC428,,GAL_SAB,Cet,1.21556,0.9814,2.82,12.1,B,22.67
NGC1129,,GAL_E,Per,2.9075,41.5794,2.82,13.6,V,24.66
NGC2223,,GAL_SA,CMa,6.41,-22.8381,2.82,12.46,B,23.36
NGC2907,,GAL_SA,Hya,9.52667,-16.7344,2.82,12.06,V,23.54
NGC3749,,GAL_SA,Cen,11.59806,-37.9975,2.82,13.22,B,24.15
NGC3769,,GAL_SA,UMa,11.62889,47.8931,2.82,11.7,B,22.69
NGC4340,,GAL_S0A,Com,12.39306,16.7222,2.82,12.4,B,23.03
NGC4767,,GAL_E,Cen,12.89806,-39.7142,2.82,11.53,V,23.59
IC34,,GAL_SB,Psc,0.59306,9.1242,2.81,13.9,B,24.32
NGC1400,,GAL_E,Eri,3.65833,-18.6881,2.81,10.96,V,23.05
IC1993,,GAL_SAB,For,3.78444,-33.71,2.81,12.5,B,23.41
NGC2559,,GAL_GENERIC,Pup,8.285,-27.4556,2.81,11.71,B,22.25
NGC3275,,GAL_SA,Ant,10.51417,-36.7367,2.81,12.54,B,23.33
NGC3513,,GAL_GENERIC,Crt,11.06278,-23.2456,2.81,12.16,B,22.28
NGC4617,,GAL_SAB,CVn,12.685,50.3933,2.81,14.2,B,23.98
NGC5422,,GAL_S0A,UMa,14.01167,55.1644,2.81,13.1,B,23.67
IC1558,,GAL_SAB,Scl,0.59639,-25.3742,2.8,12.22,V,23.3
NGC419,,GLOBULAR,Tuc,1.13806,-72.8833,2.8,10.5,V,
NGC1727,,CLUSTERNEB,Dor,4.87028,-69.3389,2.8,,V,
NGC1873,,CLUSTERNEB,Dor,5.23194,-67.3342,2.8,10.44,V,
NGC1986,,GLOBULAR,Men,5.46056,-69.9733,2.8,11.07,V,
NGC2018,,HII,Men,5.52333,-71.0692,2.8,10.89,V,
NGC2032,,HII,Dor,5.58917,-67.5681,2.8,,V,
NGC2134,,GLOBULAR,Men,5.86583,-71.0972,2.8,11.05,B,
NGC2136,,GLOBULAR,Dor,5.88278,-69.4928,2.8,10.7,V,
IC438,,GAL_SAB,Lep,5.88306,-17.8758,2.8,12.75,B,23.7
NGC2157,,GLOBULAR,Dor,5.95944,-69.1969,2.8,10.16,V,
NGC2164,,GLOBULAR,Dor,5.98194,-68.5156,2.8,10.34,V,
NGC3038,,GAL_SA,Ant,9.85417,-32.7522,2.8,11.6,V,23.06
NGC4208,,GAL_SA,Com,12.26056,13.9014,2.8,11.9,B,22.34
NGC4350,,GAL_S0,Com,12.39917,16.6933,2.8,11.08,V,22.75
NGC4373A,,GAL_S0,Cen,12.42694,-39.3194,2.8,12.94,V,23.59
HCG079,Seyferts Sextet,GAL_GROUP,Ser,15.98667,20.7583,2.8,,V,
IC5173,,GAL_PAIR,Ind,22.24444,-69.3664,2.8,,V,
NGC2523,,GAL_SA,Cam,8.25,73.5789,2.79,12.4,B,23.25
NGC4457,,GAL_S0A,Vir,12.48306,3.5706,2.79,11.9,B,22.34
IC4694,,GAL_GENERIC,Pav,18.25694,-58.2089,2.79,13.75,B,23.6
NGC3403,,GAL_SA,Dra,10.89833,73.6903,2.78,13.3,B,23.23
NGC3998,,GAL_S0,UMa,11.96556,55.4533,2.78,12.1,V,22.37
NGC4534,,GAL_SAB,CVn,12.56806,35.5181,2.78,13.2,B,23.71
IC1029,,GAL_SAB,Boo,14.54056,49.9044,2.78,12.65,V,22.01
NGC5861,,GAL_SAB,Lib,15.15417,-11.3217,2.78,12.62,V,22.55
NGC254,,GAL_S0A,Scl,0.79083,-31.4217,2.77,11.82,V,23.5
NGC521,,GAL_SA,Cet,1.40917,1.7314,2.77,12.5,B,23.52
NGC2196,,GAL_SA,CMa,6.20278,-21.8056,2.77,11.98,B,22.78
NGC3250B,,GAL_SB,Vel,10.4625,-40.435,2.77,13.33,V,24.12
IC3799,,GAL_SB,Crv,12.81667,-14.3992,2.77,14.1,B,23.85
NGC5970,,GAL_GENERIC,---,15.64167,12.1864,2.77,12.2,B,22.64
IC4646,,GAL_SA,Ara,17.39806,-59.9992,2.77,12.65,B,23.23
NGC801,,GAL_SA,And,2.06222,38.2586,2.76,13.47,V,23.65
NGC1380A,,GAL_S0,For,3.61306,-34.7394,2.76,12.41,V,24.15
NGC2283,,GAL_SA,CMa,6.76444,-18.2103,2.76,12.94,B,23.62
NGC5398,,GAL_SA,Cen,14.02278,-33.0639,2.76,12.39,V,24.57
NGC7196,,GAL_E,Ind,22.09833,-50.1192,2.76,11.54,V,23.43
NGC676,,GAL_S0A,Psc,1.81556,5.9075,2.75,12.0,V,21.29
NGC718,,GAL_SA,Psc,1.88667,4.1956,2.75,11.67,V,23.43
NGC777,,GAL_E,Tri,2.00417,31.4294,2.75,11.45,V,23.56
NGC2365,,GAL_SA,Gem,7.37306,22.0831,2.75,13.8,B,24.15
NGC4488,,GAL_S0A,Vir,12.51417,8.3597,2.75,13.8,B,23.58
NGC4647,,GAL_SAB,Vir,12.72556,11.5817,2.75,12.5,V,22.41
NGC4758,,GAL_SB,Com,12.87889,15.8483,2.75,14.1,B,23.22
NGC4814,,GAL_SA,UMa,12.92278,58.3439,2.75,12.4,B,23.53
NGC5403,,GAL_SB,CVn,13.9975,38.1825,2.75,14.9,B,24.63
IC4720,,GAL_GENERIC,Pav,18.55917,-58.4053,2.75,13.63,B,23.32
NGC6758,,GAL_E,Tel,19.23083,-56.31,2.75,11.56,V,23.66
NGC7029,,GAL_E,Ind,21.19778,-49.2833,2.75,11.81,V,23.42
IC5092,,GAL_GENERIC,Pav,21.27056,-64.4644,2.75,12.78,B,23.82
NGC7172,,GAL_SA,PsA,22.03389,-31.8694,2.75,13.61,V,23.61
NGC7241,,GAL_SB,Peg,22.26389,19.2322,2.75,13.8,B,23.4
NGC7497,,GAL_SA,Peg,23.15056,18.1769,2.75,13.3,B,23.05
NGC812,,GAL_SA,And,2.11417,44.5728,2.74,12.8,B,22.73
NGC2765,,GAL_S0,Hya,9.12667,3.3928,2.74,13.3,B,24.02
NGC3885,,GAL_S0A,Hya,11.77917,-27.9219,2.74,11.89,V,23.48
NGC4539,,GAL_SA,Com,12.57639,18.2025,2.74,13.5,B,23.46
NGC4567,,GAL_SA,Vir,12.60917,11.2578,2.74,11.31,V,22.67
NGC6835,,GAL_SB,Sgr,19.90917,-12.5675,2.74,13.3,B,23.63
NGC1484,,GAL_SB,Eri,3.90556,-36.9689,2.73,13.67,B,23.66
NGC4143,,GAL_S0,CVn,12.16,42.5342,2.73,12.08,V,22.72
NGC5981,,GAL_SB,Dra,15.63139,59.3917,2.73,14.2,B,23.35
NGC7796,,GAL_E,Phe,23.98306,-55.4581,2.73,11.3,V,23.49
NGC955,,GAL_SA,Cet,2.50917,-1.1081,2.72,11.97,V,23.18
NGC1640,,GAL_SA,Eri,4.70417,-20.4344,2.72,11.72,V,23.3
NGC2146A,,GAL_SAB,Cam,6.39833,78.53,2.72,12.87,V,23.68
NGC3366,,GAL_SB,Vel,10.58556,-43.6917,2.72,12.77,B,22.47
NGC3987,,GAL_SB,Leo,11.95556,25.1953,2.72,14.4,B,23.88
NGC4700,,GAL_GENERIC,Vir,12.81889,-11.41,2.72,14.32,V,21.58
NGC5791,,GAL_E,Lib,14.97917,-19.2667,2.71,12.89,B,23.69
NGC7095,,GAL_GENERIC,Oct,21.87389,-81.5306,2.71,12.22,B,23.11
NGC189,,OPENCLUSTER,Cas,0.66,61.0944,2.7,8.8,V,
NGC636,,GAL_E,Cet,1.65167,-7.5125,2.7,12.5,B,23.38
NGC1241,,GAL_SB,Eri,3.1875,-8.9219,2.7,11.99,V,23.44
NGC1651,,GLOBULAR,Men,4.62556,-70.5856,2.7,12.28,V,
NGC1773,,NEBULA,Dor,4.96972,-66.3597,2.7,,V,
NGC1856,,GLOBULAR,Dor,5.15806,-69.1272,2.7,10.06,V,
NGC1868,,GLOBULAR,Dor,5.24306,-63.9542,2.7,11.57,V,
NGC1944,,GLOBULAR,Men,5.36556,-72.4942,2.7,11.84,V,
NGC2121,,GLOBULAR,Men,5.80333,-71.4794,2.7,12.37,V,
IC2157,,OPENCLUSTER,Gem,6.08,24.0708,2.7,8.4,V,
NGC3124,,GAL_SA,Hya,10.11083,-19.2217,2.7,12.84,B,23.66
NGC3568,,GAL_SA,Cen,11.18028,-37.4478,2.7,12.58,V,23.14
NGC4727,,GAL_SA,Crv,12.84917,-14.3331,2.7,18.21,B,23.1
NGC4839,,GAL_E,Com,12.95667,27.4978,2.7,12.06,V,24.04
NGC4981,,GAL_SA,Vir,13.14667,-6.7772,2.7,12.1,B,22.72
NGC5064,,GAL_SA,Cen,13.31667,-47.9083,2.7,11.61,V,23.5
NGC5134,,GAL_SAB,Vir,13.42167,-21.1342,2.7,12.11,B,22.95
NGC5740,,GAL_SA,Vir,14.74,1.6797,2.7,12.5,B,23.0
IC4633,,GAL_SA,Aps,17.22944,-77.5358,2.7,12.4,B,23.98
NGC6355,,GLOBULAR,Oph,17.39944,-26.3531,2.7,11.05,V,
IC4704,,GAL_ES0,Pav,18.46472,-71.6097,2.7,12.61,B,23.98
NGC6962,,GAL_SAB,Aqr,20.78833,0.3206,2.7,12.14,V,23.73
NGC1161,,GAL_S0,Per,3.02056,44.8972,2.69,12.08,V,23.0
NGC2434,,GAL_E,Vol,7.58056,-69.2842,2.69,11.26,V,23.35
NGC2848,,GAL_SAB,Hya,9.33583,-16.5258,2.69,12.2,B,23.1
NGC3893,,GAL_SAB,UMa,11.81056,48.7106,2.69,10.67,V,21.19
NGC4294,,GAL_GENERIC,Vir,12.355,11.5103,2.69,12.6,B,22.49
NGC4778,,GAL_S0,Vir,12.88472,-9.2039,2.69,13.79,B,24.37
NGC4825,,GAL_ES0,Vir,12.95306,-13.6644,2.69,9.3,B,23.75
NGC4914,,GAL_E,CVn,13.01167,37.3153,2.69,12.7,B,23.48
NGC5020,,GAL_SA,Vir,13.21083,12.5997,2.69,13.4,B,24.02
NGC5062,,GAL_S0,Cen,13.30667,-35.4583,2.69,13.19,B,24.1
NGC5350,,GAL_SA,CVn,13.88917,40.3639,2.69,12.4,B,22.8
NGC5496,,GAL_GENERIC,Vir,14.19389,-1.1592,2.69,13.4,B,23.11
IC4472,,GAL_SA,Lup,14.66944,-44.3144,2.69,13.95,B,23.65
NGC6051,,GAL_E,---,16.08222,23.9325,2.69,14.9,B,25.09
NGC6902,,GAL_SB,Sgr,20.40778,-43.6533,2.69,10.93,V,22.7
IC5063,,GAL_S0A,Ind,20.86694,-57.0689,2.69,13.6,V,23.82
NGC691,,GAL_SA,Ari,1.84472,21.7597,2.68,13.5,B,22.88
NGC1703,,GAL_SB,Dor,4.88083,-59.7419,2.68,12.31,B,22.85
NGC3389,,GAL_SA,Leo,10.80778,12.5331,2.68,12.0,B,22.7
NGC7285,,GAL_SB,Aqr,22.47694,-24.8406,2.68,12.82,B,23.44
NGC803,,GAL_SA,Ari,2.06222,16.0308,2.67,13.5,B,23.04
IC1862,,GAL_SA,For,2.86639,-33.3403,2.67,14.49,B,24.32
NGC1779,,GAL_S0A,Eri,5.08806,-9.1469,2.67,13.18,B,23.75
NGC2187B,,GAL_E,Dor,6.06417,-69.5775,2.67,13.16,B,24.28
NGC3081,,GAL_S0A,Hya,9.99167,-22.8264,2.67,13.55,V,23.62
NGC3414,,GAL_S0,LMi,10.85417,27.975,2.67,12.1,B,22.89
NGC4348,,GAL_SA,Vir,12.39806,-3.4431,2.67,13.6,B,22.77
NGC1379,,GAL_E,For,3.60083,-35.4408,2.66,10.91,V,22.84
NGC3894,,GAL_E,UMa,11.81389,59.4156,2.66,12.9,B,23.59
NGC3930,,GAL_SA,UMa,11.86278,38.015,2.66,13.5,B,24.14
NGC5812,,GAL_E,Lib,15.01556,-7.4572,2.66,12.0,B,23.18
NGC5898,,GAL_E,Lib,15.30389,-24.0981,2.66,11.52,V,23.43
NGC7151,,GAL_SAB,Ind,21.91778,-50.6578,2.66,13.48,B,23.34
NGC474,,GAL_S0,Psc,1.33528,3.4153,2.65,11.51,V,23.26
NGC1079,,GAL_SAB,For,2.72889,-29.0031,2.65,11.37,V,22.99
NGC4897,,GAL_SA,Vir,13.01444,-13.4494,2.65,12.8,B,23.92
NGC4947,,GAL_SA,Cen,13.08889,-35.3372,2.65,11.89,V,23.05
NGC5077,,GAL_E,Vir,13.32556,-12.6567,2.65,12.85,V,23.3
NGC5750,,GAL_S0A,Vir,14.76944,0.2231,2.65,15.58,V,23.2
NGC5796,,GAL_E,Lib,14.99,-16.6239,2.65,13.0,B,23.71
IC4656,,GAL_SA,Ara,17.62889,-63.7294,2.65,13.74,B,23.33
NGC6550,,GAL_S0,Her,18.09944,18.5872,2.65,13.1,B,23.61
NGC6725,,GAL_S0,Tel,19.03222,-53.8631,2.65,13.41,B,24.08
NGC6739,,GAL_S0,Pav,19.13028,-61.3681,2.65,13.09,B,23.9
IC5181,,GAL_S0,Gru,22.22278,-46.0172,2.65,11.69,V,23.24
IC1860,,GAL_E,For,2.82583,-31.1892,2.64,13.0,B,24.58
NGC2862,,GAL_SB,Leo,9.41528,26.7744,2.64,13.8,B,23.32
NGC3346,,GAL_SA,Leo,10.72722,14.8717,2.64,12.8,B,23.31
NGC3549,,GAL_GENERIC,UMa,11.18222,53.3878,2.64,12.8,B,22.73
NGC3780,,GAL_SA,UMa,11.65583,56.2706,2.64,12.2,B,22.81
NGC4802,,GAL_S0,Vir,12.93056,-12.0553,2.64,12.0,B,23.24
NGC5012,,GAL_SA,Com,13.19333,22.9153,2.64,13.6,B,22.75
NGC5660,,GAL_SAB,Boo,14.49694,49.6225,2.64,12.2,B,23.15
NGC6215,,GAL_SA,Ara,16.85167,-58.9933,2.64,11.28,V,22.64
NGC337A,,GAL_SAB,Cet,1.02583,-7.5881,2.63,12.17,V,23.37
NGC600,,GAL_SA,Cet,1.55139,-7.3114,2.63,13.1,B,23.83
NGC3311,,GAL_ES0,Hya,10.61167,-27.5281,2.63,10.93,V,23.65
NGC4880,,GAL_S0A,Vir,13.00306,12.4831,2.63,13.3,B,23.47
NGC4902,,GAL_SA,Vir,13.01667,-14.5133,2.63,12.0,B,22.57
NGC4945A,,GAL_SA,Cen,13.10917,-49.6906,2.63,13.01,B,23.72
NGC5110,,GAL_ES0,Vir,13.3825,-12.9644,2.63,13.0,B,24.29
NGC5394,,GAL_SB,CVn,13.97583,37.4533,2.63,13.12,V,23.78
NGC5488,,GAL_SAB,Cen,14.13417,-33.3147,2.63,12.72,B,23.22
NGC6908,,GAL_S0,Cap,20.41917,-24.8008,2.63,12.31,B,
NGC7123,,GAL_SA,Ind,21.84639,-70.3342,2.63,13.29,B,23.78
NGC765,,GAL_SAB,Ari,1.97972,24.8922,2.62,14.2,B,24.91
NGC1354,,GAL_S0A,Eri,3.54139,-15.2208,2.62,13.28,B,23.88
IC335,,GAL_S0,For,3.59167,-34.4467,2.62,12.9,B,23.73
NGC1440,,GAL_S0,Eri,3.75056,-18.2658,2.62,12.48,B,23.48
NGC2950,,GAL_S0,UMa,9.70944,58.8511,2.62,11.8,B,22.74
IC2597,,GAL_E,Hya,10.62944,-27.0817,2.62,12.75,B,23.86
NGC5220,,GAL_SA,Cen,13.59917,-33.4539,2.62,13.12,B,24.09
NGC5635,,GAL_SA,Boo,14.47556,27.4089,2.62,13.9,B,23.73
NGC6707,,GAL_GENERIC,Tel,18.92278,-53.8181,2.62,13.64,V,23.38
IC4797,,GAL_E,Tel,18.94167,-54.3056,2.62,11.27,V,23.21
IC2537,,GAL_SA,Ant,10.06417,-27.5706,2.61,12.09,V,23.33
NGC3450,,GAL_SA,Hya,10.80083,-20.8492,2.61,12.72,B,23.4
NGC7743,,GAL_S0A,Peg,23.73917,9.9339,2.61,13.28,V,23.22
NGC460,,CLUSTERNEB,Tuc,1.24417,-73.2742,2.6,,V,
NGC1022,,GAL_SB,Cet,2.6425,-6.6775,2.6,11.34,V,22.66
NGC2041,,GLOBULAR,Dor,5.60778,-66.9894,2.6,10.36,V,
NGC2173,,GLOBULAR,Men,5.96639,-72.9742,2.6,11.88,V,
NGC2612,,GAL_ES0,Hya,8.56389,-13.1742,2.6,13.0,B,24.21
NGC2748,,GAL_SA,Cam,9.22833,76.4753,2.6,11.7,B,22.55
NGC3742,,GAL_SA,Cen,11.59222,-37.9564,2.6,12.91,B,23.61
IC3392,,GAL_SA,Com,12.47833,14.9994,2.6,13.3,B,23.25
NGC4603,,GAL_SAB,Cen,12.68167,-40.9764,2.6,11.3,V,22.99
NGC5470,,GAL_SA,Vir,14.10889,6.0294,2.6,14.5,B,23.78
NGC6673,,GAL_E,Pav,18.75167,-62.2969,2.6,12.69,B,23.43
NGC7135,,GAL_ES0,PsA,21.82917,-34.8764,2.6,13.3,V,23.61
NGC7253,,GAL_PAIR,Peg,22.32444,29.3917,2.6,,V,
NGC3995,,GAL_SAB,UMa,11.96194,32.2939,2.59,12.81,B,22.61
NGC4033,,GAL_E,Crv,12.00944,-17.8425,2.59,12.79,B,23.54
NGC4421,,GAL_S0A,Com,12.45056,15.4614,2.59,11.6,V,23.06
NGC4553,,GAL_S0A,Cen,12.60194,-39.4383,2.59,13.2,V,23.98
NGC4889,,GAL_E,Com,13.00194,27.9769,2.59,11.3,V,23.39
NGC5670,,GAL_S0,Lup,14.59306,-45.9667,2.59,12.96,B,23.71
NGC455,,GAL_S0,Psc,1.26583,5.1786,2.58,13.9,B,24.62
IC1952,,GAL_SB,Eri,3.5575,-23.7128,2.58,13.57,B,23.18
NGC1389,,GAL_ES0,Eri,3.62,-35.7456,2.58,11.5,V,23.19
NGC3497,,GAL_S0,Crt,11.12167,-19.4717,2.58,12.79,B,23.77
NGC4129,,GAL_SB,Vir,12.14806,-9.0364,2.58,13.3,B,23.11
NGC4682,,GAL_SAB,Vir,12.78722,-10.0631,2.58,12.9,B,23.26
NGC4041,,GAL_SA,UMa,12.03667,62.1369,2.57,11.6,B,22.38
NGC4116,,GAL_SB,Vir,12.12667,2.6903,2.57,11.97,V,22.79
NGC4512,,GAL_S0A,Dra,12.54667,63.9392,2.57,13.0,B,23.56
NGC4612,,GAL_S0,Vir,12.6925,7.3147,2.57,11.9,B,22.88
NGC4760,,GAL_E,Vir,12.88528,-10.4942,2.57,13.0,B,23.41
IC4386,,GAL_SA,Cen,14.25056,-43.9614,2.57,12.75,B,22.87
NGC5669,,GAL_SA,Boo,14.54528,9.8903,2.57,13.2,B,23.31
IC65,,GAL_SA,And,1.01528,47.6819,2.56,13.8,B,23.45
NGC708,,GAL_E,And,1.87917,36.1517,2.56,13.29,V,24.62
NGC748,,GAL_SA,Cet,1.93917,-4.4678,2.56,12.0,B,23.54
NGC1625,,GAL_SB,Eri,4.61806,-3.3033,2.56,13.0,B,22.86
NGC3660,,GAL_SA,Crt,11.39194,-8.6583,2.56,14.45,V,23.4
NGC4632,,GAL_SA,Vir,12.70889,0.0825,2.56,12.5,B,22.27
NGC5078,,GAL_SA,Hya,13.33056,-27.4103,2.56,11.51,B,22.26
IC1197,,GAL_SA,---,16.13806,7.5383,2.56,14.7,B,23.84
NGC6870,,GAL_SAB,Tel,20.16944,-48.2869,2.56,11.76,V,23.41
NGC7124,,GAL_SB,Ind,21.80139,-50.5653,2.56,12.22,V,23.2
NGC7632,,GAL_S0,Gru,23.36667,-42.4806,2.56,13.14,B,23.76
NGC1272,,GAL_E,Per,3.32222,41.4906,2.55,13.66,V,23.81
NGC1684,,GAL_E,Ori,4.87528,-3.1058,2.55,13.0,B,23.88
NGC2887,,GAL_ES0,Car,9.39,-63.8122,2.55,12.51,B,23.52
NGC3573,,GAL_S0A,Cen,11.18833,-36.8756,2.55,12.87,V,23.98
NGC3900,,GAL_S0A,Leo,11.81917,27.0219,2.55,12.5,B,22.91
NGC4045,,GAL_SA,Vir,12.04472,1.9767,2.55,13.14,B,23.13
NGC4245,,GAL_S0A,Com,12.29333,29.6078,2.55,12.4,B,22.98
NGC4267,,GAL_ES0,Vir,12.32917,12.7981,2.55,12.4,B,22.58
NGC5859,,GAL_SB,Boo,15.12639,19.5822,2.55,12.47,V,22.99
NGC6937,,GAL_SA,Ind,20.64583,-52.1431,2.55,13.81,V,23.95
NGC7126,,GAL_SA,Ind,21.82167,-60.6092,2.55,12.36,V,23.02
NGC7218,,GAL_SA,Aqr,22.17,-16.6608,2.55,12.4,B,22.45
NGC7320,,GAL_SA,Peg,22.60056,33.9481,2.55,12.63,V,23.47
NGC7585,,GAL_S0A,Aqr,23.30028,-4.6503,2.55,18.7,V,23.19
NGC1381,,GAL_S0,For,3.60889,-35.2953,2.54,11.5,V,23.12
NGC3108,,GAL_S0A,Ant,10.04139,-31.6772,2.54,12.48,B,23.5
NGC4298,,GAL_SA,Com,12.35917,14.6061,2.54,11.34,V,22.21
NGC4445,,GAL_SA,Vir,12.47083,9.4361,2.54,13.7,B,23.44
NGC5156,,GAL_SB,Cen,13.47889,-48.9167,2.54,11.99,V,23.12
IC4832,,GAL_SA,Tel,19.23417,-56.6106,2.54,13.13,V,23.94
NGC6923,,GAL_SB,Mic,20.52722,-30.8317,2.54,12.09,V,22.99
IC1788,,GAL_SB,For,2.26389,-31.2008,2.53,12.37,V,23.16
NGC7619,,GAL_E,Peg,23.33722,8.2061,2.53,12.7,B,22.99
NGC523,,GAL_SA,And,1.4225,34.0247,2.52,13.5,B,23.27
NGC1417,,GAL_SAB,Eri,3.69917,-4.705,2.52,12.9,B,23.1
NGC2076,,GAL_S0A,Lep,5.77944,-16.7822,2.52,12.7,B,24.63
NGC2380,,GAL_S0,CMa,7.39833,-27.5292,2.52,12.52,B,23.06
NGC2781,,GAL_S0A,Hya,9.19083,-14.8167,2.52,12.5,B,23.2
NGC3318,,GAL_SA,Vel,10.62083,-41.6272,2.52,11.97,V,22.61
NGC3963,,GAL_SA,UMa,11.91639,58.4936,2.52,12.2,B,23.24
NGC4386,,GAL_S0,Dra,12.40778,75.5289,2.52,12.6,B,23.38
NGC958,,GAL_GENERIC,Cet,2.51167,-2.9389,2.51,13.0,B,22.65
NGC1422,,GAL_SB,Eri,3.69167,-21.6817,2.51,13.99,B,23.92
NGC2275,,GAL_SA,Gem,6.78806,33.5992,2.51,14.5,B,24.07
NGC2397,,GAL_SB,Vol,7.35556,-69.0014,2.51,12.85,B,22.62
NGC2788A,,GAL_SA,Vol,9.04417,-68.2267,2.51,13.98,B,23.53
NGC3269,,GAL_S0A,Ant,10.49917,-35.2242,2.51,13.51,V,23.87
NGC3433,,GAL_SA,Leo,10.86778,10.1481,2.51,13.6,B,23.98
NGC3636,,GAL_E,Crt,11.34028,-10.2817,2.51,13.0,B,24.16
NGC3863,,GAL_SB,Vir,11.75167,8.4694,2.51,14.0,B,23.47
NGC4260,,GAL_SB,Vir,12.32278,6.0986,2.51,13.1,B,22.86
NGC4389,,GAL_SB,CVn,12.42639,45.6844,2.51,12.64,B,22.98
NGC5485,,GAL_S0,UMa,14.11944,55.0017,2.51,12.22,V,23.13
NGC7174,,GAL_SA,PsA,22.035,-31.9931,2.51,12.15,V,24.59
NGC7771,,GAL_SA,Peg,23.85667,20.1117,2.51,12.25,V,23.34
NGC1722,,CLUSTERNEB,Dor,4.86667,-69.375,2.5,,V,
NGC1806,,GLOBULAR,Dor,5.03667,-67.9856,2.5,11.1,B,
IC424,,NEBULA,Ori,5.56028,0.4131,2.5,,V,
NGC2100,,GLOBULAR,Dor,5.70222,-69.2117,2.5,9.6,B,
NGC3614,,GAL_SAB,UMa,11.30556,45.7481,2.5,12.7,B,23.44
NGC4104,,GAL_S0,Com,12.11056,28.1742,2.5,13.58,V,23.82
NGC4578,,GAL_S0,Vir,12.62528,9.555,2.5,12.9,B,22.98
NGC4999,,GAL_SA,Vir,13.15917,1.6731,2.5,13.5,B,23.9
NGC6165,,NEBULA,Ara,16.56722,-48.1506,2.5,6.71,V,
IC4946,,GAL_S0A,Sgr,20.39917,-43.9953,2.5,11.79,V,23.04
NGC7070,,GAL_SA,Gru,21.50667,-43.0869,2.5,12.29,V,23.4
NGC7318,,GAL_PAIR,Peg,22.59917,33.9656,2.5,,V,
NGC7626,,GAL_E,Peg,23.34528,8.2169,2.5,12.8,B,23.04
IC1711,,GAL_SA,Psc,1.51528,17.1883,2.49,14.8,B,24.32
NGC1351A,,GAL_SB,For,3.48028,-35.1781,2.49,14.21,B,23.5
NGC3424,,GAL_SB,LMi,10.86278,32.9006,2.49,13.2,B,23.05
NGC4532,,GAL_IRR,Vir,12.57167,6.4675,2.49,12.3,B,22.02
NGC4573,,GAL_S0A,Cen,12.62889,-43.6208,2.49,13.48,B,24.52
NGC4965,,GAL_SAB,Hya,13.11917,-28.2281,2.49,12.76,B,23.27
NGC5395,,GAL_SAB,CVn,13.97694,37.4244,2.49,12.48,V,22.45
NGC5864,,GAL_S0,Vir,15.15917,3.0525,2.49,12.9,B,23.37
NGC6764,,GAL_SB,Cyg,19.13778,50.9331,2.49,14.32,V,22.97
NGC2417,,GAL_SB,Car,7.50306,-62.2528,2.48,13.09,B,23.47
NGC2968,,GAL_SA,Leo,9.72,31.9286,2.48,14.25,V,23.27
NGC3279,,GAL_SA,Leo,10.57833,11.1972,2.48,14.1,B,23.18
NGC3504,,GAL_SA,LMi,11.05306,27.9725,2.48,12.93,V,22.27
NGC3652,,GAL_SA,UMa,11.37722,37.765,2.48,12.6,B,22.61
NGC3966,,GAL_S0A,UMa,11.94556,32.0217,2.48,14.0,B,24.43
